194.58.205.196,NTS,1,15,256,32,0,0,8,100
94.198.159.11,NTS,1,30,128,75,0,0,8,68
200.160.7.186,NTS,1,15,256,74,0,0,8,104
3.220.42.39,NTS,1,15,256,73,0,0,8,100
192.0.2.123,-,0,0,0,4294967295,0,0,0,0
45.63.54.13,-,0,0,0,4294967295,0,0,0,0
137.190.2.4,-,0,0,0,4294967295,0,0,0,0
