^,-,194.58.205.196,1,6,17,26,-0.004519980,-0.004519980,0.070310451
^,-,94.198.159.11,2,6,17,27,-0.004947307,-0.004947307,0.070188247
^,-,200.160.7.186,1,6,17,28,0.006594889,0.006594889,0.079263926
^,*,3.220.42.39,2,6,17,28,-0.000095551,0.000128458,0.026133047
^,?,192.0.2.123,0,7,0,4294967295,0.000000000,0.000000000,0.000000000
^,-,45.63.54.13,2,6,17,28,-0.001468787,-0.000078079,0.037839662
^,-,137.190.2.4,1,6,17,28,0.001841376,0.003211382,0.040532954
